DMNA_con,DMNA_deep,DMNB_con,DMNB_deep,DANA_con,DANB_deep,AUD_con,AUD_deep
0.810233660642011,0.854115971186702,0.785857918387143,0.841089034594762,0.766401016160892,0.836405750156308,0.826162828801494,0.840556631893531
0.760293685878238,0.89146160771418,0.784375613698441,0.898186157281266,0.804973290550539,0.766495113838273,0.856910867775685,0.856026132777467
0.784472739912139,0.875111679983045,0.809644108414954,0.862508243141603,0.815281125590658,0.798941008577839,0.830476430994959,0.841473150583117
0.817383248932483,0.886903848706784,0.818668793996744,0.879523262392804,0.772211972913997,0.827678097926714,0.835260206889167,0.769473406707123
0.843256879253136,0.867909757541069,0.831298155154679,0.817760886819466,0.804100447991498,0.778075876723832,0.816788532213557,0.763512443674679
0.797041922180626,0.883796819180484,0.815096251214144,0.863826324996865,0.821041312383504,0.828904485047965,0.841920785897656,0.831713745810192
0.81762025819782,0.888784193958771,0.817846363382295,0.829787546559346,0.809430089102562,0.820592440878623,0.85706406324317,0.80005931911423
0.825983201605539,0.853807455587995,0.747658552116064,0.858431081753066,0.779029661833374,0.83184038102212,0.881438189493381,0.787703976888054
0.816423681430471,0.853344353415277,0.813735641337291,0.852167909008826,0.783413774230191,0.784028672112658,0.836226492684918,0.862896438569814
0.849752913926517,0.876811990981881,0.827912310204401,0.871621944856979,0.796588808299279,0.858220473513419,0.852131023650165,0.844782444567134
0.806325341283681,0.831097421162224,0.811663650748545,0.855554275693141,0.845168336708817,0.801644312281264,0.806904536121961,0.8201772003667
0.832343811861353,0.767789813881161,0.819200121852146,0.795595008506519,0.833145829016471,0.749685602932321,0.799490132717533,0.766093243507099
0.804836843596869,0.897314159726166,0.767548193676789,0.874202593364556,0.801799771265932,0.850071265387739,0.871256084151139,0.818047359101841
0.82705145070334,0.879588421519445,0.853323658111798,0.86300875548538,0.77397500564001,0.813645187315548,0.788674002846,0.821868193155651
0.827988054007498,0.917492428968514,0.801267347795803,0.897655672940498,0.830306618851594,0.86218531167987,0.900958858552043,0.866657721585049
0.751981623225279,0.877968649157466,0.750557853768067,0.854168586060162,0.787086736538223,0.769828596047189,0.841825587503604,0.845950038351594
0.817127889749278,0.846759749983847,0.763904457396337,0.795988168284468,0.756295381900926,0.798348971265586,0.837482202223428,0.822485843358356
0.786426137735766,0.838833391676722,0.757660124944117,0.83273698274023,0.750357284024664,0.834123247306304,0.821311915145672,0.768621059011033
0.826040657273826,0.855665186267716,0.759193362735246,0.835361189087051,0.752675646750542,0.755145259584385,0.786096886430417,0.823172123089197
0.818841534352466,0.867091613143912,0.758929676006058,0.852776211729363,0.774667705009721,0.834399358755357,0.823643754248631,0.839184223045104
0.822130043077684,0.84616030099016,0.710904329672909,0.824241624448849,0.748909453464946,0.824719937805558,0.816114345564797,0.82710294440759
0.786667776863252,0.808115743224854,0.670006807928921,0.817815679993356,0.765394547405874,0.822667971787194,0.86169424210665,0.783093026214099
0.792198648867727,0.856856014843882,0.752395695556251,0.849453169710251,0.769294162347991,0.811655357839512,0.869712105577435,0.853197498821759
0.855643176100183,0.852009068813091,0.792433573940007,0.827857014088776,0.752394512034635,0.851379934068381,0.842497661854432,0.831406311018923
0.790672363834988,0.788284883722722,0.783191428592176,0.816884909474508,0.811859054630842,0.762060246195806,0.818044809757769,0.842631112069319
0.81620130861402,0.760911696396127,0.752913228479715,0.741150283067393,0.723626712192617,0.747991714132006,0.796993986520888,0.7914600637628
0.837888895327587,0.865328634561395,0.705729264200114,0.838366758894903,0.734952467785707,0.856939945213689,0.84591507912855,0.779471513203509
0.823689052248669,0.842047675171328,0.790288225420085,0.82597459822597,0.757449532976932,0.855846214565972,0.794024743726375,0.828506491095134
0.834288915901661,0.881168983486838,0.777610941138298,0.858446805458614,0.816611671985316,0.855404818434282,0.855515191356897,0.849086376135965
0.705377756091433,0.908628038496859,0.770655726431436,0.854276016354751,0.850833677843998,0.757604917649572,0.831956131799774,0.838717853657332
0.788184965007324,0.888196085061939,0.820517022169799,0.88331426696467,0.845794559008385,0.806876295528061,0.877063869761115,0.814796802764192
0.754249663305372,0.906812318196374,0.79478624927101,0.86097487625977,0.833280309566495,0.665039380796959,0.829174542189093,0.793655449515146
0.740611378184879,0.889261746478613,0.821590980538989,0.864320192104007,0.862405224991502,0.790804272399019,0.839718988457005,0.850296156992409
0.773567708625303,0.896849215416815,0.76963535557167,0.847929665181977,0.848198490403657,0.753328718712397,0.87049288995353,0.827776220759919
0.794461925246365,0.886661608974455,0.724829588600428,0.864461058349688,0.850534126811245,0.804156284753772,0.887737292797936,0.842573258775599
0.807832248413455,0.859997012345647,0.836333985041866,0.864715814073525,0.833903247043686,0.809775706186818,0.869887113762164,0.880813052802644
0.809586262563142,0.893016449862279,0.829519345688163,0.886897007730443,0.810530447029416,0.809276026624641,0.881861284279261,0.869938956960017
0.736246763277697,0.873971519224432,0.783743795510772,0.85859117446269,0.856726308725706,0.747259845900818,0.834756660135349,0.855746867351841
0.784967181640646,0.782893912151014,0.796657852135712,0.815118892604159,0.796528106511168,0.708210606252344,0.801787555416597,0.776674655238171
0.805382442927732,0.898610138382397,0.749336589452428,0.888383562832129,0.830666802087885,0.818129291284319,0.854619063492822,0.818259575603496
0.797153993381057,0.880373520985467,0.793373088975018,0.878052514170198,0.827733235045795,0.803543758302864,0.836271976688704,0.847850887345547
0.774023550358402,0.920282415794086,0.780046398841567,0.911809935244114,0.865385467364671,0.831343618164914,0.873426440759988,0.893573411540378
0.785786950083151,0.85281446103885,0.782604220998261,0.851918156321371,0.835857892452029,0.818043943989047,0.818810043103145,0.796230396650373
0.819221152614588,0.881298102403833,0.820522907669312,0.801025696194995,0.808001749958508,0.715593359088638,0.805672485104105,0.771715538907698
0.774109325248826,0.870260843341947,0.810114237741479,0.860424558968546,0.85381931195093,0.797990944322488,0.828936179547993,0.817734005245093
0.795419741138664,0.888921952060971,0.81160322777088,0.846422203635271,0.875786171272911,0.785162941981455,0.829157427513233,0.821247156965777
0.767237663916065,0.85957208294154,0.743715514976781,0.821068864697629,0.848143558597659,0.788968744355008,0.855792396283294,0.811517616315318
0.796892913282881,0.852327513660908,0.768007119774128,0.852084647791978,0.822547631167555,0.788377566413461,0.843686600932226,0.847964245903853
0.829003648374972,0.890296440122772,0.84169585222031,0.8506050149671,0.836574814720248,0.818494635402611,0.878676248609574,0.80373981338291
0.749203144500174,0.869538163621617,0.755885700601559,0.838013745091166,0.844513969974608,0.683847942227002,0.81298224647161,0.807964164646559
0.821939017307696,0.772993209488072,0.807482942769493,0.785808966059003,0.818670392798901,0.7488911866088,0.859475619826319,0.742196948608461
0.777452805445919,0.878587788835987,0.747011883597392,0.855731947175247,0.821649934707187,0.81275103647009,0.856595568952796,0.78976056042219
0.765667448137631,0.852247911980967,0.782358040816401,0.861785361109288,0.80928239751933,0.787712706477123,0.822037702217174,0.80347177573909
0.806740179035326,0.888401244334116,0.825157536794198,0.872989967753818,0.846017911534604,0.840415901445422,0.865353908278905,0.861273497619845
0.835920212462559,0.876330244418905,0.857543529224467,0.826585815750488,0.780971597459224,0.759002332442322,0.802288209159841,0.749792925649558
0.772697995022971,0.868797607988329,0.799981617662026,0.881652107074129,0.835722415201134,0.830999116950422,0.816439542500103,0.766620365945466
0.812441458339477,0.861906343376125,0.775225856043069,0.820314788850462,0.831260331451384,0.81355813509779,0.846503476552438,0.773915170406279
0.815829458139937,0.843016575192492,0.73768481603816,0.824650688119546,0.882407772209445,0.835004371074029,0.884397343439666,0.747918174530821
0.812644476606138,0.842322326000359,0.811953940194562,0.878257355809934,0.828871942593068,0.810539596497722,0.848514679115024,0.846933049400013
0.832380642474255,0.887824459980298,0.835603932280969,0.884669473012336,0.818155454671204,0.850572520532987,0.862561529886521,0.800188048083466
0.763113029722038,0.839266240559886,0.768885449576638,0.844720984833762,0.828325785188325,0.767952603965488,0.852193448322801,0.789953922088033
0.827376311599719,0.763634666824213,0.813067122592157,0.804516002128047,0.802713066221909,0.764105206778173,0.81981354196303,0.722164129960487
0.789421068156647,0.866286942185187,0.782682562372825,0.888424688796811,0.788984305512223,0.866978262560021,0.873148965724714,0.802946275948028
0.804406965444343,0.87655537321714,0.797675808751969,0.834984867561148,0.796953518482287,0.84131550520716,0.834367341293563,0.792329260790289
0.825828697865191,0.903131203363315,0.798961760800783,0.885521505272379,0.859158965823314,0.880228482556828,0.875076844071423,0.80650890091661
0.80692079105078,0.869235082623045,0.820187774634665,0.846277938398348,0.808197909028559,0.711805558608727,0.814705788395001,0.788613691041897
0.83736502970861,0.866953592552084,0.792159712250578,0.816232937438226,0.830115213991751,0.757783433171772,0.837089570552406,0.784730900510643
0.795229665766006,0.864712692211906,0.752447275218704,0.820107809935519,0.786312691113412,0.745443544646362,0.842342527309833,0.749450566426191
0.83399315736211,0.85513180987113,0.800284569178489,0.861997012396168,0.788451528655648,0.704174110106694,0.789643063909851,0.819465943289553
0.867378963547022,0.892766958430892,0.860027006571482,0.833248239879096,0.754960861811304,0.763455107575423,0.825779770895483,0.782569954844165
0.790436195108771,0.880184595763027,0.775491240793996,0.810647742683618,0.834639746339491,0.673481324599557,0.783157769693057,0.791586949616335
0.846878981652337,0.761363604479078,0.837778703064794,0.730871058221271,0.775626978871606,0.743890238447115,0.776725444646963,0.699279327246772
0.826159585017859,0.886404346316174,0.74252530673571,0.843252632038088,0.770181463287202,0.771565850939244,0.842412639530309,0.713824439418481
0.82062574785248,0.873975739324449,0.790365595578312,0.820841370767301,0.777521873208322,0.708070346310427,0.788414398312048,0.788458835534193
0.846228180856102,0.913594260879173,0.822103595645179,0.875240168677955,0.825028779164783,0.767935301147579,0.840486179131221,0.810200989965891
0.819179576767106,0.871136728777512,0.765405637764366,0.824633768750855,0.839786659825874,0.775428672876306,0.815268673824079,0.818140304770191
0.780658965958796,0.843833596157414,0.755423161458778,0.822886815403149,0.838543372721143,0.826886913990077,0.850987155525072,0.795274376648503
0.772889721087955,0.881250679547812,0.813211549254165,0.869747003107665,0.814568856297108,0.804548281281129,0.840909040207516,0.842346840761829
0.837711975565982,0.885077760512419,0.815683566288386,0.861127585886477,0.776521526794219,0.861040252072155,0.843925238955807,0.829168715389638
0.790926678245019,0.821870759311479,0.788939733921178,0.828307267517018,0.860759672003314,0.758223920166375,0.802886752823353,0.814948586946622
0.810202597979241,0.761645473390343,0.802376280583024,0.776362524420726,0.839919215189999,0.755104275549928,0.803785858243333,0.738429603840298
0.822622741639573,0.884064737921645,0.751047291843766,0.864765758474822,0.824650215054509,0.850834150209099,0.841646099543643,0.795340325739726
0.786935092025305,0.901452563957447,0.798369130253251,0.833327243555096,0.804326402663688,0.829568707415008,0.788896064180069,0.808146735684185
0.810107205631707,0.910599508177159,0.802071803297573,0.881429316932586,0.862531339544134,0.856591111255528,0.855947064949961,0.823743557162662
0.816568651647971,0.852030229688843,0.683554165244631,0.819445317181459,0.857188226758741,0.817581384501422,0.863317819525111,0.82682454493487
0.835350784425008,0.82499214734873,0.783801386518202,0.852827827083143,0.844836813078464,0.785747724901792,0.837411566760846,0.831645471406795
0.88005291892626,0.862622936074806,0.826692789073068,0.818824634773861,0.815891273619062,0.831489003854553,0.863427630313029,0.796523664952021
0.789162292636404,0.857493231719333,0.701877748259914,0.822680522057926,0.839123774015331,0.710653069683731,0.821694731727494,0.818895117425921
0.835403264961612,0.76615399008078,0.801018139042952,0.762416543251623,0.799383425247564,0.761125110263187,0.817370094968422,0.72201193875091
0.836470963503847,0.878044358441714,0.741572768408022,0.8564659575665,0.811856914296711,0.832036202518884,0.848198013543103,0.764489653397333
0.827930878324524,0.881207134191439,0.777671979808517,0.869434145536352,0.804520338921985,0.792462116568507,0.805874609540533,0.796238934622247
0.862444585140094,0.886495308721418,0.750703822088491,0.879729171979785,0.851701736570605,0.836752372819117,0.867279407899794,0.817408689044679
0.813558286180973,0.805645881278586,0.710659022577696,0.807631187359441,0.861813322877541,0.824907337787641,0.857569529389875,0.819528089404901
0.820166334942417,0.848571343663173,0.715255756203471,0.830562452443335,0.842276563526259,0.825543394406242,0.891209511364334,0.792945573772659
0.778158116098146,0.846453766766633,0.708157064549284,0.814050189640637,0.82181433491868,0.752870370077862,0.853580322000075,0.778290979043154
0.814490178895515,0.75599423312505,0.740836198157521,0.750311936397014,0.799632741359008,0.798804769773043,0.846103857115183,0.727469211701319
0.774107825934077,0.85786259399792,0.664365871060927,0.849180498305481,0.840701574826967,0.856066403572997,0.899207218885463,0.745022215435588
0.794164786953981,0.854052291412644,0.716894933073963,0.824735058678596,0.840746192809008,0.842771233786091,0.818940394819847,0.777374383166264
0.824981312263152,0.86933719297587,0.750173446683712,0.854443420374418,0.880198529669084,0.866356241829344,0.902426991876898,0.824785202197665
0.864598138519664,0.86322642515434,0.841899483744548,0.873222769061196,0.855026294163961,0.808209499358809,0.871972681261099,0.868524152348714
0.785195537950033,0.807395636802208,0.797602584829144,0.846958628301068,0.824107259546239,0.719199630825993,0.844023235877487,0.867321290696039
0.819410449769207,0.74825925985228,0.80439948057849,0.764739269813895,0.790170588220622,0.74049832974987,0.824459749303507,0.778300164590821
0.797769456312251,0.843022355289962,0.778190225910472,0.86551215834129,0.807497916739626,0.816425425135772,0.855093658014674,0.832287702086866
0.831443633604924,0.844900717863614,0.823609748292922,0.847257424858875,0.837991499650816,0.828286640584546,0.826115954303355,0.852970422636685
0.826240533566907,0.881742187327275,0.775729509343621,0.896591692217315,0.858773277216742,0.839971772735925,0.847088598023208,0.877255465976727
0.840970273547623,0.881121284085347,0.794671051544854,0.861847893336889,0.821637584821189,0.806367502172273,0.834268963025474,0.854949301343498
0.869002016020576,0.755694771395834,0.863140408864527,0.802489214637438,0.82108383143245,0.787456287871872,0.856803624447249,0.75996602679214
0.870234265505649,0.876714276787511,0.793243560529145,0.852929757626336,0.796998040369758,0.861118572571021,0.892333639753694,0.782722094949727
0.849069092615758,0.874248505863592,0.808929993280523,0.845542851895944,0.804885559304691,0.838882307589779,0.843349123935631,0.832245825051802
0.862306385505405,0.898007043888894,0.822298922179571,0.878403269130389,0.836695491078191,0.88336897816525,0.883777191489156,0.829251886520311
0.813276536530869,0.749660241768417,0.813924273065383,0.775269994195198,0.837301552663319,0.676019260330889,0.837709447331457,0.732726771287373
0.800152168830532,0.854935136442215,0.710809176426989,0.85253129146628,0.8167478982257,0.777165280946643,0.857064791661835,0.775786998674501
0.819626347300962,0.827012231525508,0.821006586408331,0.84424589515478,0.791763044139726,0.775390737867348,0.797125508017443,0.835272699017021
0.774821276611167,0.865307061633475,0.758882180783438,0.870186784671016,0.867346261894163,0.797098163460626,0.847618753472,0.826717237948014
